DIRECTORIO	SECUENCIA_P	ORDEN	HOGAR	REGIS	P6016	P6020	P6030S1	P6030S3	P6040	P6050	P6080	P6080S1	P6070	P6081	P6081S1	P6083	P6083S1	P6071	P6071S1	P3147S1	P3147S2	P3147S3	P3147S4	P3147S5	P3147S6	P3147S7	P3147S8	P3147S9	P3147S10	P3147S11	P3147S10A1	P3246	P6090	P6140	P6150	P6100	P6110	P6120	P6125	P6160	P6170	P6175	P6210	P6210S1	P6220	P6269	AREA	ESC	MES	DPTO	fex_c_2011
5350662	1	2	1	10	1	1	7	2009	11	3	6	 	6	1	1	2	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	2	1	10	 	 	 	1	1	1	1	3	3	 	 	11	3	1	11	6235,862353
5350662	1	3	1	10	1	2	2	2015	5	3	6	 	 	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	10	 	 	 	2	2	1	1	3	0	 	 	11	0	1	11	6235,862353
5350662	1	4	1	10	1	1	4	2000	20	5	6	 	6	2	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	2	1	3	 	 	 	2	1	2	 	5	11	2	 	11	11	1	11	6235,862353
5350663	1	1	1	10	1	2	11	1985	35	1	6	 	2	3	 	2	 	1	2	 	 	1	 	 	 	1	 	 	 	 	 	1	1	 	 	1	5	 	2	1	2	 	3	5	 	 	11	5	1	11	4289,607585
5350663	1	2	1	10	2	1	5	1980	40	2	6	 	2	2	 	3	 	1	1	 	 	1	1	 	 	 	 	 	 	 	 	 	1	 	 	1	1	35112	2	1	2	 	3	5	 	 	11	5	1	11	4289,607585
5350663	1	3	1	10	1	2	8	2005	15	3	6	 	6	1	2	1	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	1	4	8	 	 	11	8	1	11	4289,607585
5350663	1	4	1	10	1	1	4	2011	9	3	6	 	 	1	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	5	 	2	1	1	1	3	3	 	 	11	3	1	11	4289,607585
5350664	1	1	1	10	1	2	5	1980	40	1	6	 	4	2	 	2	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	2	2	1	12	 	 	 	2	1	2	 	3	5	 	 	11	5	1	11	2950,431027
5350664	1	2	1	10	1	1	1	2003	17	3	6	 	6	2	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	2	1	12	 	 	 	2	1	1	1	4	6	 	 	11	6	1	11	2950,431027
5350665	1	1	1	10	1	1	1	1997	23	1	6	 	4	2	 	3	 	 	 	 	 	1	1	 	 	 	 	 	 	 	 	2	2	1	7	 	 	 	2	1	2	 	5	11	2	 	11	11	1	11	3631,967619
5350666	1	1	1	10	1	1	8	1957	63	1	6	 	4	3	 	3	 	 	 	 	 	1	1	 	 	 	 	 	 	 	 	2	1	 	 	1	5	 	2	1	2	 	6	3	2	2	11	14	1	11	3604,804498
5350673	1	1	1	10	2	1	6	1949	71	1	6	 	3	3	 	3	 	1	2	1	 	1	1	 	 	 	 	 	 	 	 	2	1	 	 	1	2	102336	2	1	2	 	3	5	 	 	73	5	1	73	228,6385131
5350673	1	2	1	10	2	2	8	1960	60	2	6	 	3	3	 	3	 	1	1	 	 	1	 	 	 	 	 	 	1	 	DILIGENCIAS MEDICAS	 	1	 	 	1	5	 	2	1	2	 	4	8	 	 	73	8	1	73	228,6385131
5350673	1	3	1	10	3	1	10	1995	25	3	6	 	6	1	1	1	2	 	 	 	 	 	1	1	 	 	1	 	 	 	 	 	1	 	 	3	 	 	2	1	1	1	6	3	3	 	73	14	1	73	228,6385131
5350728	1	1	1	10	1	2	12	1979	41	1	5	 	4	3	 	2	 	 	 	 	 	 	1	 	 	 	 	1	 	 	 	1	1	 	 	1	1	20000	2	1	2	 	6	2	3	 	76	13	1	76	1307,643366
5350728	1	2	1	10	1	2	7	2009	11	3	5	 	6	3	 	1	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	1	4	0	 	 	76	5	1	76	1307,643366
5350728	1	3	1	10	1	1	8	2012	8	3	5	 	 	3	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	5	 	2	1	1	1	3	2	 	 	76	2	1	76	1307,643366
5350729	1	1	1	10	1	2	3	1960	60	1	6	 	4	2	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	1	1	 	 	3	 	 	2	1	2	 	3	5	 	 	76	5	1	76	1112,280474
5350729	1	2	1	10	2	2	5	1985	35	3	6	 	4	2	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	1	 	 	3	 	 	2	1	2	 	4	6	 	 	76	6	1	76	1112,280474
5350729	1	3	1	10	2	1	12	2007	13	3	6	 	6	2	 	1	2	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	3	 	 	2	1	1	1	4	7	 	 	76	7	1	76	1112,280474
5350729	1	4	1	10	2	2	6	2012	8	4	6	 	 	2	 	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	1	1	1	3	3	 	 	76	3	1	76	1112,280474
5350730	1	1	1	10	1	2	6	1983	37	1	6	 	4	2	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	1	1	 	 	1	5	 	2	1	2	 	4	8	 	 	76	8	1	76	1292,913921
5350730	1	2	1	10	2	2	7	1999	21	3	6	 	6	3	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	2	1	24	 	 	 	1	1	1	1	6	0	2	2	76	11	1	76	1292,913921
5350730	1	3	1	10	1	2	10	2006	14	3	6	 	6	2	 	1	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	1	4	7	 	 	76	7	1	76	1292,913921
5350730	1	4	1	10	1	2	7	2008	12	3	6	 	6	2	 	1	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	1	4	0	 	 	76	5	1	76	1292,913921
5350731	1	1	1	10	1	1	7	1969	51	1	1	10_02	4	2	 	2	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	1	1	 	 	1	1	70000	2	1	2	 	3	4	 	 	76	4	1	76	1071,562867
5350732	1	1	1	10	1	2	3	1959	61	1	6	 	4	2	 	3	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	2	1	 	 	1	5	 	2	1	2	 	4	7	 	 	76	7	1	76	791,8408517
5350732	1	2	1	10	2	2	4	1992	28	3	6	 	6	2	 	1	1	 	 	 	 	 	1	 	 	1	 	 	 	 	 	 	1	 	 	1	3	106000	2	1	1	1	6	7	3	 	76	18	1	76	791,8408517
5350733	1	1	1	10	1	1	4	1983	37	1	6	 	2	2	 	2	 	1	2	 	 	 	1	 	 	1	 	1	 	 	 	1	1	 	 	1	1	21000	2	1	2	 	5	11	2	 	76	11	1	76	919,7455759
5350733	1	2	1	10	2	2	4	1975	45	2	6	 	2	2	 	2	 	1	1	 	 	 	1	1	 	1	 	1	 	 	 	 	1	 	 	3	 	 	2	1	2	 	4	9	 	 	76	9	1	76	919,7455759
5350734	1	1	1	10	1	2	1	1950	70	1	6	 	6	3	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	2	70000	2	1	2	 	3	5	 	 	76	5	1	76	930,3566994
5350734	1	2	1	10	2	2	12	1977	43	3	6	 	3	2	 	1	1	2	 	 	 	 	1	 	 	 	 	 	 	 	 	 	1	 	 	1	1	30000	2	1	2	 	5	11	2	 	76	11	1	76	930,3566994
5350734	1	3	1	10	2	2	2	2003	17	4	6	 	6	2	 	1	2	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	2	6	1	2	2	76	12	1	76	930,3566994
5350734	1	4	1	10	4	2	8	1951	69	5	6	 	4	3	 	3	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	1	 	 	1	2	70000	2	1	2	 	3	5	 	 	76	5	1	76	930,3566994
5350734	1	5	1	10	5	1	9	1996	24	5	6	 	6	2	 	1	4	 	 	 	 	 	1	1	 	1	 	 	 	 	 	 	1	 	 	1	5	 	2	1	2	 	5	11	2	 	76	11	1	76	930,3566994
5350735	1	1	1	10	1	1	12	1967	53	1	6	 	3	3	 	2	 	1	2	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	3	98	2	1	2	 	6	5	4	 	76	16	1	76	919,7455759
5350735	1	2	1	10	2	2	6	1978	42	2	6	 	3	2	 	2	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	1	70000	2	1	2	 	6	5	4	 	76	16	1	76	919,7455759
5350736	1	1	1	10	1	2	11	1946	74	1	6	 	5	3	 	3	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	2	1	 	 	1	5	 	2	1	2	 	3	2	 	 	76	2	1	76	943,658143
5350737	1	1	1	10	1	1	10	1977	43	1	6	 	4	2	 	1	3	 	 	1	 	1	1	 	 	1	 	1	 	 	 	2	1	 	 	1	1	98	2	1	2	 	6	7	5	 	76	18	1	76	1084,027369
5350737	1	2	1	10	2	1	11	2002	18	3	6	 	6	1	1	2	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	2	6	1	2	2	76	12	1	76	1084,027369
5350737	1	3	1	10	3	2	12	1949	71	5	6	 	4	3	 	3	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	1	 	 	1	2	70000	2	1	2	 	6	3	3	 	76	14	1	76	1084,027369
5350738	1	1	1	10	1	2	10	1968	52	1	6	 	4	3	 	2	 	 	 	 	 	 	1	 	 	1	 	 	 	 	 	2	2	1	99	 	 	 	1	1	2	 	6	2	3	 	76	13	1	76	1152,831435
5350738	1	2	1	10	2	2	4	1987	33	3	6	 	6	2	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	2	1	99	 	 	 	2	1	2	 	6	5	4	 	76	16	1	76	1152,831435
5350738	1	3	1	10	3	2	8	1997	23	3	6	 	6	2	 	1	1	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	2	1	99	 	 	 	1	1	2	 	5	11	2	 	76	11	1	76	1152,831435
5350738	1	4	1	10	4	2	1	1991	29	3	6	 	6	2	 	1	1	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	2	1	36	 	 	 	1	1	2	 	5	11	2	 	76	11	1	76	1152,831435
5350738	1	5	1	10	4	1	7	2009	11	4	6	 	6	2	 	1	4	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	2	3	3	 	 	76	3	1	76	1152,831435
5350738	1	6	1	10	4	1	8	2020	0	4	6	 	 	2	 	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	5	 	 	 	2	 	 	 	 	 	 	 	76	 	1	76	1152,831435
5350739	1	1	1	10	1	1	5	1965	55	1	6	 	2	3	 	2	 	1	2	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	3	98	2	1	2	 	6	7	5	 	76	18	1	76	915,7881631
5350739	1	2	1	10	2	2	12	1982	38	2	6	 	2	2	 	2	 	1	1	 	 	1	1	 	 	1	 	1	 	 	 	 	1	 	 	1	3	100000	2	1	2	 	5	11	2	 	76	11	1	76	915,7881631
5350739	1	3	1	10	1	1	5	2005	15	3	6	 	6	1	1	1	2	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	2	4	9	 	 	76	9	1	76	915,7881631
5350740	1	1	1	10	2	1	9	1933	87	1	6	 	3	3	 	3	 	1	2	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	5	 	2	1	2	 	3	5	 	 	76	5	1	76	657,4855946
5350740	1	2	1	10	2	2	9	1945	75	2	6	 	3	3	 	3	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	5	 	2	1	2	 	4	7	 	 	76	7	1	76	657,4855946
5350740	1	3	1	10	3	2	2	1974	46	6	5	 	4	3	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	3	 	 	2	1	2	 	3	3	 	 	76	3	1	76	657,4855946
5350741	1	1	1	10	1	1	12	1990	30	1	6	 	2	3	 	2	 	1	2	1	 	 	 	 	 	 	 	 	 	 	 	2	1	 	 	2	1	85000	2	1	2	 	5	11	2	 	76	11	1	76	952,9843719
5350741	1	2	1	10	2	2	9	1989	31	2	6	 	2	2	 	1	4	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	1	56000	2	1	2	 	5	11	2	 	76	11	1	76	952,9843719
5350741	1	3	1	10	4	2	12	2016	4	3	6	 	 	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	2	5	 	2	2	2	 	1	0	 	 	76	0	1	76	952,9843719
5350741	1	4	1	10	4	2	5	1967	53	5	6	 	4	3	 	2	 	 	 	1	 	 	1	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	1	2	 	4	9	 	 	76	9	1	76	952,9843719
5350742	1	1	1	10	1	1	12	1983	37	1	6	 	2	2	 	2	 	1	2	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	1	38000	2	1	2	 	5	11	2	 	76	11	1	76	1240,185199
5350742	1	2	1	10	2	2	12	1987	33	2	6	 	2	2	 	2	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	5	 	2	1	2	 	5	11	2	 	76	11	1	76	1240,185199
5350742	1	3	1	10	2	1	9	2006	14	3	6	 	6	1	1	1	2	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	1	4	6	 	 	76	6	1	76	1240,185199
5350742	1	4	1	10	2	2	10	2015	5	3	6	 	 	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	5	 	2	2	1	1	2	0	 	 	76	0	1	76	1240,185199
5350743	1	1	1	10	1	1	2	1987	33	1	6	 	3	2	 	2	 	1	2	 	 	1	1	 	 	 	 	1	 	 	 	2	2	1	1	 	 	 	2	1	2	 	5	11	2	 	76	11	1	76	1104,801663
5350743	1	2	1	10	2	2	5	1989	31	2	6	 	3	2	 	2	 	1	1	 	 	 	 	1	 	 	 	 	 	 	 	 	2	1	1	 	 	 	2	1	2	 	5	11	2	 	76	11	1	76	1104,801663
5350743	1	3	1	10	2	2	7	2019	1	3	6	 	 	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	1	 	 	 	2	 	 	 	 	 	 	 	76	 	1	76	1104,801663
5350744	1	1	1	10	1	1	6	1959	61	1	5	 	6	3	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	1	1	 	 	1	1	90000	2	1	2	 	6	12	4	 	76	23	1	76	932,221919
5350745	1	1	1	10	1	1	8	1991	29	1	6	 	2	2	 	2	 	1	2	 	 	 	 	 	 	 	 	1	 	 	 	2	1	 	 	1	1	49800	2	1	2	 	5	11	2	 	76	11	1	76	1127,572969
5350745	1	2	1	10	2	2	1	1995	26	2	6	 	2	2	 	2	 	1	1	 	 	 	 	 	 	1	 	 	 	 	 	 	1	 	 	1	3	110000	2	1	2	 	5	11	2	 	76	11	1	76	1127,572969
5350745	1	3	1	10	2	1	12	2017	3	3	6	 	 	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	5	 	2	2	2	 	1	0	 	 	76	0	1	76	1127,572969
5350746	1	1	1	10	1	2	4	1936	84	1	6	 	5	3	 	3	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	2	1	 	 	3	 	 	2	1	2	 	3	4	 	 	76	4	1	76	1079,041678
5350746	1	2	1	10	1	1	1	2006	15	4	6	 	6	3	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	3	 	 	2	1	1	1	4	8	 	 	76	8	1	76	1079,041678
5350747	1	1	1	10	1	2	8	1967	53	1	6	 	3	3	 	2	 	1	2	 	 	1	1	 	 	 	 	 	 	 	 	2	1	 	 	1	3	109800	2	1	2	 	3	5	 	 	11	5	1	11	2554,608321
5350747	1	2	1	10	2	1	12	1962	58	2	6	 	3	3	 	3	 	1	1	 	 	1	 	1	 	 	 	 	 	 	 	 	1	 	 	1	5	 	2	1	2	 	3	5	 	 	11	5	1	11	2554,608321
5350747	1	3	1	10	3	2	8	1996	24	3	6	 	6	1	2	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	1	 	 	1	5	 	2	1	2	 	5	11	2	 	11	11	1	11	2554,608321
5350747	1	4	1	10	4	1	4	2003	17	3	6	 	6	1	2	1	1	 	 	 	 	 	 	 	 	 	1	1	 	 	 	 	1	 	 	1	5	 	2	1	2	 	5	11	2	 	11	11	1	11	2554,608321
5350748	1	1	1	10	5	1	11	1997	23	1	6	 	1	1	5	2	 	1	2	 	 	1	 	 	 	1	 	 	 	 	 	2	2	1	42	 	 	 	2	1	2	 	5	11	2	 	11	11	1	11	5554,32576
5350748	1	2	1	10	5	2	1	1994	27	2	6	 	1	2	 	2	 	1	1	 	 	 	1	 	 	 	 	 	 	 	 	 	2	1	24	 	 	 	2	1	2	 	4	7	 	 	11	7	1	11	5554,32576
5350748	1	3	1	10	5	1	11	2012	8	3	6	 	 	2	 	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	24	 	 	 	2	2	2	 	1	0	 	 	11	0	1	11	5554,32576
5350748	1	4	1	10	5	2	7	2016	4	3	6	 	 	2	 	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	24	 	 	 	2	2	2	 	1	0	 	 	11	0	1	11	5554,32576
5350748	1	5	1	10	5	1	1	1969	52	5	6	 	4	2	 	2	 	 	 	 	 	1	 	1	 	1	 	 	 	 	 	 	2	1	24	 	 	 	1	1	2	 	6	5	4	 	11	16	1	11	5554,32576
5350749	1	1	1	10	1	2	10	1975	45	1	6	 	4	3	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	9	 	2	1	2	 	5	11	2	 	11	11	1	11	2187,575417
5350749	1	2	1	10	2	2	6	1999	21	3	6	 	6	2	 	1	1	 	 	 	 	1	 	 	 	1	 	 	 	 	 	 	1	 	 	1	1	35100	2	1	1	2	6	0	2	2	11	11	1	11	2187,575417
5350749	1	3	1	10	3	2	5	2004	16	3	6	 	6	2	 	1	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	2	5	10	1	 	11	10	1	11	2187,575417
5350749	1	4	1	10	4	1	9	2005	15	3	6	 	6	2	 	1	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	2	4	8	 	 	11	8	1	11	2187,575417
5350750	1	1	1	10	1	2	1	1990	31	1	6	 	2	3	 	2	 	1	2	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	1	35100	2	1	2	 	5	11	2	 	11	11	1	11	4289,607585
5350750	1	2	1	10	2	1	10	1979	41	2	6	 	2	3	 	2	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	1	44000	2	1	2	 	5	11	2	 	11	11	1	11	4289,607585
5350750	1	3	1	10	3	2	8	2006	14	3	6	 	6	1	2	1	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	1	4	6	 	 	11	6	1	11	4289,607585
5350750	1	4	1	10	1	1	8	2017	3	3	6	 	 	1	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	5	 	2	2	2	 	1	0	 	 	11	0	1	11	4289,607585
5350751	1	1	1	10	1	1	5	1955	65	1	6	 	4	3	 	3	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	2	1	 	 	1	2	70224	2	1	2	 	3	5	 	 	11	5	1	11	3604,804498
5350752	1	1	1	10	1	1	10	1975	45	1	6	 	4	3	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	2	107000	2	1	2	 	5	11	2	 	11	11	1	11	3754,166461
5350752	1	2	1	10	2	1	1	1999	22	3	6	 	6	1	1	2	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	1	 	 	1	1	35100	2	1	2	 	6	3	2	2	11	14	1	11	3754,166461
5350752	1	3	1	10	3	1	1	2003	18	3	6	 	6	1	1	2	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	2	6	1	2	2	11	12	1	11	3754,166461
5350753	1	1	1	10	1	2	7	1974	46	1	6	 	4	3	 	1	3	 	 	 	 	1	 	 	 	1	 	1	 	 	 	2	1	 	 	1	5	 	2	1	2	 	5	11	2	 	11	11	1	11	2211,065494
5350753	1	2	1	10	2	2	8	1994	26	3	6	 	6	2	 	1	1	 	 	 	 	1	1	 	 	 	 	 	 	 	 	 	1	 	 	1	1	35100	2	1	2	 	6	6	5	 	11	17	1	11	2211,065494
5350753	1	3	1	10	3	2	1	1950	71	5	6	 	5	3	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	3	 	 	2	2	2	 	1	0	 	 	11	0	1	11	2211,065494
5350754	1	1	1	10	1	2	5	1981	39	1	6	 	2	2	 	2	 	1	2	 	 	1	 	 	 	 	 	1	 	 	 	2	1	 	 	1	1	72000	2	1	2	 	5	11	2	 	11	11	1	11	3059,861648
5350754	1	2	1	10	1	1	1	1976	45	2	6	 	2	2	 	2	 	1	1	 	 	1	1	 	 	 	 	 	 	 	 	 	1	 	 	1	5	 	2	1	2	 	5	11	2	 	11	11	1	11	3059,861648
5350754	1	3	1	10	3	1	4	2003	17	3	6	 	6	1	2	1	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	2	6	0	2	2	11	11	1	11	3059,861648
5350755	1	1	1	10	1	1	11	1957	63	1	6	 	2	2	 	2	 	1	2	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	2	70224	2	1	2	 	5	11	2	 	11	11	1	11	2923,267905
5350755	1	2	1	10	2	2	1	1968	53	2	6	 	2	3	 	3	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	3	 	 	2	1	2	 	3	5	 	 	11	5	1	11	2923,267905
5350756	1	1	1	10	1	2	1	1988	32	1	6	 	4	3	 	2	 	 	 	 	1	1	 	 	 	1	 	 	 	 	 	2	1	 	 	3	 	 	2	1	2	 	5	11	2	 	11	11	1	11	3808,184956
5350756	1	2	1	10	1	2	4	2013	7	3	6	 	 	2	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	1	1	2	3	2	 	 	11	2	1	11	3808,184956
5350757	1	1	1	10	1	1	6	1957	63	1	6	 	2	3	 	2	 	1	2	 	 	1	 	 	 	1	 	 	 	 	 	2	1	 	 	1	3	109800	2	1	2	 	5	11	2	 	11	11	1	11	3559,743779
5350757	1	2	1	10	2	2	9	1962	58	2	6	 	2	3	 	3	 	1	1	 	 	1	 	 	 	1	 	 	 	 	 	 	1	 	 	1	5	 	2	1	2	 	4	9	 	 	11	9	1	11	3559,743779
5350758	1	1	1	10	1	1	10	1964	56	1	6	 	3	3	 	2	 	1	2	 	 	 	1	 	 	 	 	 	 	 	 	1	1	 	 	3	 	 	2	1	2	 	3	5	 	 	11	5	1	11	3559,743779
5350758	1	2	1	10	2	2	4	1953	67	2	6	 	3	2	 	3	 	1	1	 	 	 	 	 	 	 	 	1	 	 	 	 	1	 	 	3	 	 	2	1	2	 	5	11	2	 	11	11	1	11	3559,743779
5350759	1	1	1	10	1	1	10	1991	29	1	6	 	2	2	 	2	 	1	2	 	 	1	 	1	 	1	 	 	 	 	 	1	2	1	2	 	 	 	2	1	2	 	6	5	4	 	11	16	1	11	3347,202214
5350759	1	2	1	10	2	2	9	1997	23	2	6	 	2	2	 	2	 	1	1	 	 	1	 	1	 	 	 	 	 	 	 	 	1	 	 	1	1	35100	2	1	1	1	6	0	2	2	11	11	1	11	3347,202214
5350760	1	1	1	10	1	1	11	1997	23	1	6	 	1	2	 	2	 	1	2	 	1	1	 	1	 	1	 	 	 	 	 	2	1	 	 	1	5	 	2	1	2	 	6	2	3	 	11	13	1	11	2950,431027
5350760	1	2	1	10	2	2	5	1989	31	2	6	 	1	2	 	2	 	1	1	 	 	1	 	1	 	1	 	 	 	 	 	 	1	 	 	3	 	 	2	1	2	 	6	2	3	 	11	13	1	11	2950,431027
5350761	1	1	1	10	1	1	9	1967	53	1	6	 	3	3	 	2	 	1	2	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	3	 	 	2	1	2	 	3	5	 	 	11	5	1	11	3169,292269
5350761	1	2	1	10	2	2	6	1971	49	2	6	 	3	2	 	2	 	1	1	 	 	 	 	 	 	 	 	1	 	 	 	 	1	 	 	3	 	 	2	1	2	 	5	11	2	 	11	11	1	11	3169,292269
5350761	1	3	1	10	3	1	6	1990	30	3	6	 	4	1	1	1	2	 	 	 	 	1	 	 	 	1	 	 	 	 	 	 	2	1	12	 	 	 	2	1	2	 	5	11	2	 	11	11	1	11	3169,292269
5350761	1	4	1	10	4	1	1	1997	24	3	6	 	6	1	1	1	2	 	 	 	 	1	 	1	 	1	 	 	 	 	 	 	2	1	48	 	 	 	2	1	2	 	6	2	3	 	11	13	1	11	3169,292269
5350762	1	1	1	10	1	1	9	1974	46	1	6	 	4	2	 	2	 	 	 	1	 	 	1	 	 	 	 	 	 	 	 	2	1	 	 	1	1	35100	2	1	2	 	4	9	 	 	11	9	1	11	3728,630019
5350763	1	1	1	10	1	1	12	1961	59	1	6	 	4	3	 	3	 	 	 	 	1	1	1	 	 	 	 	 	 	 	 	1	1	 	 	1	5	 	2	1	2	 	5	11	2	 	11	11	1	11	3604,804498
5350764	1	1	1	10	1	2	5	1995	25	1	6	 	6	2	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	1	36000	2	1	2	 	6	2	3	 	11	13	1	11	2365,556834
5350764	1	2	1	10	2	2	4	1990	30	9	6	 	6	2	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	1	35000	2	1	2	 	5	11	2	 	11	11	1	11	2365,556834
5350764	1	3	1	10	3	1	3	1993	27	9	6	 	6	2	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	1	35100	2	1	2	 	5	11	2	 	11	11	1	11	2365,556834
5350766	1	1	1	10	1	2	2	1982	38	1	6	 	2	3	 	2	 	1	2	 	 	1	 	 	 	1	 	 	 	 	 	1	1	 	 	1	5	 	2	1	2	 	5	11	2	 	50	11	1	50	313,3371035
5350766	1	2	1	10	1	1	2	1981	39	2	6	 	2	2	 	2	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	1	42000	2	1	2	 	5	11	2	 	50	11	1	50	313,3371035
5350766	1	3	1	10	1	2	1	2004	17	3	6	 	6	1	2	1	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	2	 	5	11	2	 	50	11	1	50	313,3371035
5350767	1	1	1	10	1	1	9	1959	61	1	6	 	3	3	 	2	 	1	2	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	2	2	280000	2	1	2	 	6	2	3	 	50	13	1	50	266,1540374
5350767	1	2	1	10	1	2	5	1967	53	2	6	 	3	3	 	2	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	2	5	 	2	1	2	 	5	11	2	 	50	11	1	50	266,1540374
