DIRECTORIO	SECUENCIA_P	ORDEN	HOGAR	REGIS	P6016	P6020	P6030S1	P6030S3	P6040	P6050	P6080	P6080S1	P6070	P6081	P6081S1	P6083	P6083S1	P6071	P6071S1	P3147S1	P3147S2	P3147S3	P3147S4	P3147S5	P3147S6	P3147S7	P3147S8	P3147S9	P3147S10	P3147S11	P3147S10A1	P3246	P6090	P6140	P6150	P6100	P6110	P6120	P6125	P6160	P6170	P6175	P6210	P6210S1	P6220	P6269	AREA	ESC	MES	DPTO	fex_c_2011
5337402	1	1	1	10	1	1	3	1995	25	1	6	 	6	2	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	1	200000	2	1	2	 	6	6	5	 	73	17	1	73	302,9653646
5337403	1	1	1	10	1	1	5	1957	63	1	6	 	3	2	 	2	 	1	2	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	2	120000	2	1	2	 	5	11	2	 	73	11	1	73	240,6860034
5337403	1	2	1	10	2	2	6	1961	59	2	6	 	3	2	 	2	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	2	70000	2	1	2	 	5	11	2	 	73	11	1	73	240,6860034
5337403	1	3	1	10	3	2	4	1996	24	3	6	 	6	1	1	1	2	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	1	 	 	1	1	60000	2	1	2	 	6	5	4	 	73	16	1	73	240,6860034
5337404	1	1	1	10	1	1	4	1980	40	1	6	 	3	3	 	2	 	1	2	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	1	80000	2	1	2	 	6	1	3	 	73	12	1	73	445,5036496
5337404	1	2	1	10	2	2	6	1977	43	2	6	 	3	3	 	3	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	5	 	2	1	2	 	6	1	3	 	73	12	1	73	445,5036496
5337404	1	3	1	10	3	1	3	2006	14	3	6	 	6	1	1	1	2	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	1	4	8	 	 	73	8	1	73	445,5036496
5337404	1	4	1	10	1	1	9	2014	6	3	6	 	 	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	5	 	2	1	1	1	3	0	 	 	73	0	1	73	445,5036496
5337405	1	1	1	10	1	1	9	1971	49	1	6	 	3	3	 	3	 	1	2	 	 	 	 	 	 	 	 	 	 	1	 	2	2	1	3	 	 	 	2	1	2	 	5	11	2	 	73	11	1	73	291,2394691
5337405	1	2	1	10	2	2	7	1982	38	2	6	 	3	2	 	3	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	3	110000	2	1	2	 	3	5	 	 	73	5	1	73	291,2394691
5337405	1	3	1	10	3	1	1	2004	17	3	6	 	6	2	 	1	2	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	1	5	10	1	 	73	10	1	73	291,2394691
5337405	1	4	1	10	4	2	11	2006	14	3	6	 	6	2	 	1	2	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	1	4	7	 	 	73	7	1	73	291,2394691
5337406	1	1	1	10	1	1	1	1950	70	1	6	 	3	3	 	3	 	1	2	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	2	100000	2	1	2	 	3	3	 	 	73	3	1	73	175,1165201
5337406	1	2	1	10	2	2	4	1954	66	2	6	 	3	3	 	3	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	5	 	2	1	2	 	4	8	 	 	73	8	1	73	175,1165201
5337406	1	3	1	10	3	2	6	1995	25	4	6	 	6	2	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	1	36000	2	1	1	1	6	6	3	 	73	17	1	73	175,1165201
5337406	1	4	1	10	4	2	10	1997	23	4	6	 	6	2	 	2	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	1	 	 	1	5	 	2	1	1	1	6	4	2	2	73	15	1	73	175,1165201
5337407	1	1	1	10	1	1	11	1976	44	1	6	 	2	3	 	2	 	1	2	 	 	 	 	 	 	1	 	 	 	 	 	2	1	 	 	1	1	35112	2	1	2	 	5	11	2	 	73	11	1	73	291,2394691
5337407	1	2	1	10	2	2	7	1972	48	2	6	 	2	2	 	2	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	5	 	2	1	2	 	5	11	2	 	73	11	1	73	291,2394691
5337407	1	3	1	10	3	2	5	2000	20	3	6	 	6	1	1	1	2	 	 	 	 	 	 	1	 	1	 	 	 	 	 	 	1	 	 	1	5	 	2	1	1	2	6	4	2	2	73	15	1	73	291,2394691
5337407	1	4	1	10	4	1	8	2005	15	3	6	 	6	1	1	1	2	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	1	4	9	 	 	73	9	1	73	291,2394691
5337408	1	1	1	10	1	2	3	1959	61	1	6	 	5	2	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	3	 	 	2	1	2	 	3	4	 	 	73	4	1	73	277,0547081
5337408	1	2	1	10	2	2	3	2005	15	4	6	 	6	2	 	2	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	1	4	9	 	 	73	9	1	73	277,0547081
5337409	1	1	1	10	1	2	4	1974	46	1	6	 	2	3	 	1	7	2	 	 	1	1	1	 	 	 	 	 	 	 	 	2	1	 	 	3	 	 	2	1	2	 	4	7	 	 	73	7	1	73	627,7007613
5337409	1	2	1	10	2	2	6	1999	21	3	6	 	6	3	 	1	1	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	1	 	 	3	 	 	2	1	2	 	6	1	3	 	73	12	1	73	627,7007613
5337409	1	3	1	10	3	1	11	2002	18	3	6	 	6	3	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	3	 	 	2	1	2	 	5	10	1	 	73	10	1	73	627,7007613
5337409	1	4	1	10	4	1	9	2007	13	3	6	 	6	3	 	1	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	3	 	 	2	1	1	1	4	7	 	 	73	7	1	73	627,7007613
5337409	1	5	1	10	1	1	8	2016	4	3	6	 	 	2	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	2	2	 	1	0	 	 	73	0	1	73	627,7007613
5337409	1	6	1	10	1	1	4	2018	2	3	6	 	 	2	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	 	 	 	 	 	 	 	73	 	1	73	627,7007613
5337409	1	7	1	10	7	2	6	1948	72	5	6	 	4	3	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	3	 	 	2	1	2	 	3	1	 	 	73	1	1	73	627,7007613
5337410	1	1	1	10	1	1	12	1981	39	1	6	 	2	2	 	2	 	1	2	 	 	 	1	 	 	 	 	 	 	 	 	1	1	 	 	3	 	 	2	1	2	 	5	11	2	 	73	11	1	73	237,3958813
5337410	1	2	1	10	2	2	9	1969	51	2	6	 	2	3	 	3	 	1	1	 	 	 	1	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	1	2	 	3	5	 	 	73	5	1	73	237,3958813
5337411	1	1	1	10	1	2	6	1979	41	1	6	 	3	1	5	3	 	1	2	 	 	 	1	 	 	1	 	 	 	 	 	2	1	 	 	1	5	 	2	1	2	 	3	5	 	 	73	5	1	73	254,8707645
5337411	1	2	1	10	2	1	10	1989	31	2	6	 	3	2	 	2	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	1	36000	2	1	2	 	5	11	2	 	73	11	1	73	254,8707645
5337411	1	3	1	10	3	1	2	1997	23	3	6	 	6	2	 	1	1	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	2	1	10	 	 	 	2	1	2	 	5	11	2	 	73	11	1	73	254,8707645
5337411	1	4	1	10	4	2	2	1999	21	3	6	 	6	2	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	1	35112	2	1	2	 	5	11	2	 	73	11	1	73	254,8707645
5337411	1	5	1	10	5	1	5	1946	74	5	6	 	4	3	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	3	 	 	2	1	2	 	3	3	 	 	73	3	1	73	254,8707645
5337412	1	1	1	10	1	2	3	1984	36	1	6	 	2	3	 	3	 	2	 	 	 	 	1	 	 	 	 	 	 	 	 	2	1	 	 	3	 	 	2	1	2	 	3	5	 	 	73	5	1	73	546,4857998
5337412	1	2	1	10	2	2	8	2000	20	3	6	 	6	2	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	5	 	2	1	1	2	6	3	2	2	73	14	1	73	546,4857998
5337412	1	3	1	10	2	1	10	2014	6	3	6	 	 	2	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	2	1	1	3	0	 	 	73	0	1	73	546,4857998
5337412	1	4	1	10	1	1	10	2014	6	3	6	 	 	2	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	2	1	1	3	0	 	 	73	0	1	73	546,4857998
5337413	1	1	1	10	1	1	6	1977	43	1	6	 	2	3	 	2	 	1	2	 	 	 	1	 	 	 	 	 	 	 	 	2	1	 	 	3	 	 	2	1	2	 	4	8	 	 	73	8	1	73	296,9824355
5337413	1	2	1	10	2	2	8	1975	45	2	6	 	2	2	 	2	 	1	1	 	 	 	1	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	1	2	 	5	11	2	 	73	11	1	73	296,9824355
5337413	1	3	1	10	3	1	7	1999	21	3	6	 	6	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	3	 	 	2	1	2	 	5	11	2	 	73	11	1	73	296,9824355
5337414	1	1	1	10	1	1	9	1996	24	1	6	 	2	2	 	2	 	1	2	 	 	 	1	 	 	 	 	 	 	 	 	2	1	 	 	1	1	36000	2	1	2	 	5	11	2	 	73	11	1	73	374,5994091
5337414	1	2	1	10	2	2	3	1996	24	2	6	 	2	2	 	2	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	1	35112	2	1	2	 	5	11	2	 	73	11	1	73	374,5994091
5337415	1	1	1	10	1	1	1	1989	32	1	6	 	6	2	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	1	51200	2	1	2	 	6	5	4	 	73	16	1	73	302,9653646
5337416	1	1	1	10	1	1	11	1983	37	1	6	 	2	2	 	2	 	1	2	 	 	 	1	 	 	 	 	 	 	 	 	2	1	 	 	3	 	 	2	1	2	 	6	5	4	 	73	16	1	73	322,7100886
5337416	1	2	1	10	2	2	9	1992	28	2	6	 	2	2	 	2	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	3	 	 	2	1	2	 	6	1	2	2	73	12	1	73	322,7100886
5337416	1	3	1	10	3	2	9	2009	11	3	6	 	6	2	 	1	2	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	3	 	 	2	1	1	1	4	0	 	 	73	5	1	73	322,7100886
5337423	1	1	1	10	2	1	5	1977	43	1	1	999_01	2	2	 	2	 	1	2	 	 	 	1	 	 	 	 	 	 	 	 	1	1	 	 	1	1	35200	2	1	2	 	3	5	 	 	76	5	1	76	1088,367907
5337423	1	2	1	10	2	2	10	1967	53	2	1	999_01	2	2	 	3	 	1	1	 	 	 	 	 	 	1	 	 	 	 	 	 	1	 	 	3	 	 	2	1	2	 	5	11	2	 	76	11	1	76	1088,367907
5337423	1	3	1	10	2	2	6	1987	33	5	1	999_01	6	2	 	2	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	1	 	 	3	 	 	2	1	2	 	5	11	2	 	76	11	1	76	1088,367907
5337423	1	4	1	10	2	2	6	2009	11	5	6	 	6	2	 	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	3	 	 	2	1	1	1	4	6	 	 	76	6	1	76	1088,367907
